Order NO,Order Date,Month/Yr,Day of Week,Pie Flavor,Quantity,Cost,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?
12129,22-11-2021,01-11-2021,Monday,Pumpkin,2,5,Slice,In-Store,Yes
12130,25-04-2020,01-04-2020,Saturday,Apple,3,7.5,Slice,In-Store,Yes
12131,25-04-2020,01-04-2020,Saturday,Apple,1,20,Whole,In-Store,Yes
12132,25-04-2020,01-04-2020,Saturday,Apple,2,5,Slice,Pre-Order,Yes
12133,25-04-2020,01-04-2020,Saturday,Apple,4,10,Slice,Pre-Order,Yes
12134,25-04-2020,01-04-2020,Saturday,Apple,2,40,Whole,Pre-Order,Yes
12135,25-04-2020,01-04-2020,Saturday,Apple,2,5,Slice,Pre-Order,Yes
12136,25-04-2020,01-04-2020,Saturday,Apple,2,5,Slice,Pre-Order,Yes
12137,25-04-2020,01-04-2020,Saturday,Apple,1,2.5,Slice,In-Store,Yes
12138,25-04-2020,01-04-2020,Saturday,Apple,2,40,Whole,In-Store,Yes
12139,25-11-2020,01-11-2020,Wednesday,Pumpkin,2,40,Whole,In-Store,Yes
12140,05-12-2020,01-12-2020,Saturday,Apple,2,5,Slice,Pre-Order,Yes
12141,05-12-2020,01-12-2020,Saturday,Cherry,4,80,Whole,In-Store,Yes
12142,12-10-2021,01-10-2021,Tuesday,Fudge,2,5,Slice,In-Store,Yes
12143,12-10-2021,01-10-2021,Tuesday,Apple,4,80,Whole,Pre-Order,Yes
12144,12-10-2021,01-10-2021,Tuesday,Fudge,2,5,Slice,Pre-Order,Yes
12145,12-10-2021,01-10-2021,Tuesday,Blueberry,5,12.5,Slice,Pre-Order,Yes
12146,12-10-2021,01-10-2021,Tuesday,Apple,4,10,Slice,In-Store,Yes
12147,29-04-2020,01-04-2020,Wednesday,Other,4,80,Whole,Pre-Order,Yes
12148,29-11-2020,01-11-2020,Sunday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
12149,29-11-2020,01-11-2020,Sunday,Pumpkin,3,7.5,Slice,In-Store,Yes
12150,29-04-2020,01-04-2020,Wednesday,Cherry,1,2.5,Slice,In-Store,Yes
12151,29-11-2020,01-11-2020,Sunday,Pumpkin,3,60,Whole,Pre-Order,Yes
12152,29-04-2020,01-04-2020,Wednesday,Cherry,2,40,Whole,In-Store,Yes
12153,29-11-2020,01-11-2020,Sunday,Pumpkin,2,40,Whole,In-Store,Yes
12154,29-04-2020,01-04-2020,Wednesday,Cherry,3,7.5,Slice,In-Store,Yes
12155,29-04-2020,01-04-2020,Wednesday,Cherry,2,5,Slice,Pre-Order,Yes
12156,29-11-2020,01-11-2020,Sunday,Pumpkin,2,5,Slice,Pre-Order,Yes
12157,20-03-2021,01-03-2021,Saturday,Pumpkin,3,60,Whole,Pre-Order,Yes
12158,20-03-2021,01-03-2021,Saturday,Pumpkin,4,10,Slice,In-Store,Yes
12159,20-03-2021,01-03-2021,Saturday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
12160,20-03-2021,01-03-2021,Saturday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
12161,20-03-2021,01-03-2021,Saturday,Pumpkin,4,10,Slice,Pre-Order,Yes
12162,20-03-2021,01-03-2021,Saturday,Fudge,2,5,Slice,In-Store,Yes
12163,20-03-2021,01-03-2021,Saturday,Fudge,3,7.5,Slice,Pre-Order,Yes
12164,20-03-2021,01-03-2021,Saturday,Fudge,1,20,Whole,Pre-Order,Yes
12165,20-03-2021,01-03-2021,Saturday,Fudge,4,80,Whole,Pre-Order,Yes
12166,20-03-2021,01-03-2021,Saturday,Apple,4,80,Whole,In-Store,Yes
12167,20-03-2021,01-03-2021,Saturday,Apple,3,60,Whole,In-Store,Yes
12168,20-03-2021,01-03-2021,Saturday,Fudge,3,60,Whole,In-Store,Yes
12169,20-03-2021,01-03-2021,Saturday,Fudge,4,80,Whole,In-Store,Yes
12170,20-03-2021,01-03-2021,Saturday,Fudge,4,80,Whole,In-Store,Yes
12171,20-03-2021,01-03-2021,Saturday,Fudge,4,80,Whole,In-Store,Yes
12172,20-03-2021,01-03-2021,Saturday,Fudge,2,40,Whole,Pre-Order,Yes
12173,05-05-2020,01-05-2020,Tuesday,Apple,1,2.5,Slice,Pre-Order,Yes
12174,05-05-2020,01-05-2020,Tuesday,Fudge,4,10,Slice,In-Store,Yes
12175,05-05-2020,01-05-2020,Tuesday,Fudge,3,7.5,Slice,In-Store,Yes
12176,03-07-2020,01-07-2020,Friday,Apple,5,12.5,Slice,Pre-Order,Yes
12177,03-07-2020,01-07-2020,Friday,Cherry,1,20,Whole,Pre-Order,Yes
12178,03-07-2020,01-07-2020,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12179,03-07-2020,01-07-2020,Friday,Apple,1,2.5,Slice,Pre-Order,Yes
12180,03-07-2020,01-07-2020,Friday,Apple,3,7.5,Slice,In-Store,Yes
12181,03-07-2020,01-07-2020,Friday,Apple,2,40,Whole,In-Store,Yes
12182,03-07-2020,01-07-2020,Friday,Apple,1,20,Whole,In-Store,Yes
12183,03-07-2020,01-07-2020,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
12184,03-07-2020,01-07-2020,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
12185,03-07-2020,01-07-2020,Friday,Apple,1,20,Whole,In-Store,Yes
12186,14-10-2020,01-10-2020,Wednesday,Pumpkin,4,10,Slice,Pre-Order,Yes
12187,14-10-2020,01-10-2020,Wednesday,Pumpkin,5,100,Whole,Pre-Order,Yes
12188,14-10-2020,01-10-2020,Wednesday,Fudge,5,100,Whole,Pre-Order,Yes
12189,14-10-2020,01-10-2020,Wednesday,Fudge,5,12.5,Slice,Pre-Order,Yes
12190,14-10-2020,01-10-2020,Wednesday,Fudge,3,60,Whole,In-Store,Yes
12191,14-10-2020,01-10-2020,Wednesday,Fudge,4,80,Whole,In-Store,Yes
12192,14-10-2020,01-10-2020,Wednesday,Apple,5,100,Whole,Pre-Order,Yes
12193,14-10-2020,01-10-2020,Wednesday,Apple,4,10,Slice,Pre-Order,Yes
12194,14-10-2020,01-10-2020,Wednesday,Fudge,3,60,Whole,In-Store,Yes
12195,14-10-2020,01-10-2020,Wednesday,Fudge,3,60,Whole,Pre-Order,Yes
12196,14-10-2020,01-10-2020,Wednesday,Fudge,1,20,Whole,Pre-Order,Yes
12197,14-10-2020,01-10-2020,Wednesday,Fudge,5,12.5,Slice,Pre-Order,Yes
12198,14-10-2020,01-10-2020,Wednesday,Fudge,5,100,Whole,Pre-Order,Yes
12199,14-10-2020,01-10-2020,Wednesday,Fudge,5,12.5,Slice,In-Store,Yes
12200,17-11-2020,01-11-2020,Tuesday,Apple,4,80,Whole,In-Store,Yes
12201,17-11-2020,01-11-2020,Tuesday,Apple,1,2.5,Slice,In-Store,Yes
12202,17-11-2020,01-11-2020,Tuesday,Apple,1,20,Whole,In-Store,Yes
12203,17-11-2020,01-11-2020,Tuesday,Apple,3,7.5,Slice,Pre-Order,Yes
12204,17-11-2020,01-11-2020,Tuesday,Apple,1,2.5,Slice,Pre-Order,Yes
12205,04-09-2021,01-09-2021,Saturday,Fudge,5,12.5,Slice,In-Store,Yes
12206,04-09-2021,01-09-2021,Saturday,Fudge,4,10,Slice,In-Store,Yes
12207,04-09-2021,01-09-2021,Saturday,Apple,3,7.5,Slice,In-Store,Yes
12208,04-09-2021,01-09-2021,Saturday,Fudge,3,60,Whole,In-Store,Yes
12209,04-09-2021,01-09-2021,Saturday,Blueberry,2,40,Whole,In-Store,Yes
12210,04-09-2021,01-09-2021,Saturday,Apple,3,60,Whole,In-Store,Yes
12211,04-09-2021,01-09-2021,Saturday,Blueberry,2,40,Whole,Pre-Order,Yes
12212,04-09-2021,01-09-2021,Saturday,Apple,4,80,Whole,Pre-Order,Yes
12213,04-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
12214,25-09-2021,01-09-2021,Saturday,Apple,2,40,Whole,Pre-Order,Yes
12215,25-09-2021,01-09-2021,Saturday,Apple,4,10,Slice,Pre-Order,Yes
12216,25-09-2021,01-09-2021,Saturday,Apple,5,100,Whole,In-Store,Yes
12217,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12218,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
12219,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12220,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
12221,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
12222,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
12223,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12224,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
12225,25-09-2021,01-09-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
12226,24-10-2019,01-10-2019,Thursday,Apple,4,80,Whole,Pre-Order,Yes
12227,24-10-2019,01-10-2019,Thursday,Apple,5,100,Whole,Pre-Order,Yes
12228,24-10-2019,01-10-2019,Thursday,Apple,5,100,Whole,In-Store,Yes
12229,24-10-2019,01-10-2019,Thursday,Apple,4,80,Whole,In-Store,Yes
12230,24-10-2019,01-10-2019,Thursday,Apple,2,40,Whole,Pre-Order,Yes
12231,24-10-2019,01-10-2019,Thursday,Apple,1,20,Whole,Pre-Order,Yes
12232,24-10-2019,01-10-2019,Thursday,Apple,1,2.5,Slice,Pre-Order,Yes
12233,24-10-2019,01-10-2019,Thursday,Pumpkin,5,100,Whole,In-Store,Yes
12234,24-10-2019,01-10-2019,Thursday,Pumpkin,4,10,Slice,Pre-Order,Yes
12235,24-10-2019,01-10-2019,Thursday,Apple,4,80,Whole,In-Store,Yes
12236,24-10-2019,01-10-2019,Thursday,Apple,4,80,Whole,In-Store,Yes
12237,24-10-2019,01-10-2019,Thursday,Apple,5,12.5,Slice,Pre-Order,Yes
12238,24-10-2019,01-10-2019,Thursday,Apple,2,40,Whole,Pre-Order,Yes
12239,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
12240,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12241,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12242,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12243,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
12244,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12245,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12246,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12247,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
12248,09-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
12249,04-05-2021,01-05-2021,Tuesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12250,04-05-2021,01-05-2021,Tuesday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
12251,04-05-2021,01-05-2021,Tuesday,Apple,1,2.5,Slice,Pre-Order,Yes
12252,04-05-2021,01-05-2021,Tuesday,Apple,4,80,Whole,In-Store,Yes
12253,04-05-2021,01-05-2021,Tuesday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12254,04-05-2021,01-05-2021,Tuesday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
12255,15-02-2020,01-02-2020,Saturday,Apple,3,7.5,Slice,Pre-Order,Yes
12256,15-02-2020,01-02-2020,Saturday,Apple,3,7.5,Slice,In-Store,Yes
12257,15-02-2020,01-02-2020,Saturday,Apple,5,100,Whole,Pre-Order,Yes
12258,15-02-2020,01-02-2020,Saturday,Apple,2,40,Whole,Pre-Order,Yes
12259,15-02-2020,01-02-2020,Saturday,Apple,4,10,Slice,In-Store,Yes
12260,15-02-2020,01-02-2020,Saturday,Apple,2,40,Whole,Pre-Order,Yes
12261,15-02-2020,01-02-2020,Saturday,Apple,5,12.5,Slice,In-Store,Yes
12262,15-02-2020,01-02-2020,Saturday,Apple,2,5,Slice,Pre-Order,Yes
12263,15-02-2020,01-02-2020,Saturday,Apple,3,7.5,Slice,In-Store,Yes
12264,15-02-2020,01-02-2020,Saturday,Apple,3,60,Whole,In-Store,Yes
12265,15-02-2020,01-02-2020,Saturday,Apple,1,20,Whole,Pre-Order,Yes
12266,15-07-2020,01-07-2020,Wednesday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
12267,15-07-2020,01-07-2020,Wednesday,Cherry,4,10,Slice,Pre-Order,Yes
12268,15-07-2020,01-07-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
12269,15-07-2020,01-07-2020,Wednesday,Cherry,5,100,Whole,In-Store,Yes
12270,18-04-2020,01-04-2020,Saturday,Fudge,4,10,Slice,Pre-Order,Yes
12271,18-04-2020,01-04-2020,Saturday,Fudge,2,5,Slice,Pre-Order,Yes
12272,18-04-2020,01-04-2020,Saturday,Apple,2,40,Whole,In-Store,Yes
12273,18-04-2020,01-04-2020,Saturday,Fudge,4,80,Whole,Pre-Order,Yes
12274,18-04-2020,01-04-2020,Saturday,Blueberry,5,12.5,Slice,In-Store,Yes
12275,18-04-2020,01-04-2020,Saturday,Apple,1,20,Whole,Pre-Order,Yes
12276,18-04-2020,01-04-2020,Saturday,Blueberry,3,60,Whole,In-Store,Yes
12277,18-04-2020,01-04-2020,Saturday,Apple,5,12.5,Slice,In-Store,Yes
12278,18-04-2020,01-04-2020,Saturday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12279,26-06-2020,01-06-2020,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
12280,26-06-2020,01-06-2020,Friday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
12281,26-06-2020,01-06-2020,Friday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12282,28-02-2020,01-02-2020,Friday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12283,28-02-2020,01-02-2020,Friday,Other,3,60,Whole,Pre-Order,Yes
12284,28-02-2020,01-02-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12285,28-02-2020,01-02-2020,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12286,10-04-2020,01-04-2020,Friday,Cherry,4,10,Slice,Pre-Order,Yes
12287,10-04-2020,01-04-2020,Friday,Apple,1,20,Whole,In-Store,Yes
12288,10-04-2020,01-04-2020,Friday,Cherry,4,10,Slice,In-Store,Yes
12289,10-04-2020,01-04-2020,Friday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12290,10-04-2020,01-04-2020,Friday,Apple,2,40,Whole,In-Store,Yes
12291,08-07-2021,01-07-2021,Thursday,Pumpkin,2,5,Slice,In-Store,Yes
12292,08-07-2021,01-07-2021,Thursday,Fudge,2,5,Slice,In-Store,Yes
12293,08-07-2021,01-07-2021,Thursday,Fudge,2,5,Slice,Pre-Order,Yes
12294,08-07-2021,01-07-2021,Thursday,Pumpkin,1,20,Whole,Pre-Order,Yes
12295,08-07-2021,01-07-2021,Thursday,Pumpkin,2,5,Slice,In-Store,Yes
12296,08-07-2021,01-07-2021,Thursday,Pumpkin,5,12.5,Slice,In-Store,Yes
12297,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
12298,13-05-2020,01-05-2020,Wednesday,Other,5,100,Whole,Pre-Order,Yes
12299,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12300,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12301,13-05-2020,01-05-2020,Wednesday,Cherry,1,2.5,Slice,Pre-Order,Yes
12302,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12303,13-05-2020,01-05-2020,Wednesday,Cherry,4,80,Whole,Pre-Order,Yes
12304,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
12305,13-05-2020,01-05-2020,Wednesday,Cherry,5,12.5,Slice,Pre-Order,Yes
12306,13-05-2020,01-05-2020,Wednesday,Cherry,2,40,Whole,Pre-Order,Yes
12307,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12308,13-05-2020,01-05-2020,Wednesday,Cherry,5,100,Whole,Pre-Order,Yes
12309,13-05-2020,01-05-2020,Wednesday,Cherry,5,100,Whole,In-Store,Yes
12310,13-05-2020,01-05-2020,Wednesday,Cherry,1,2.5,Slice,In-Store,Yes
12311,13-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
12312,13-05-2020,01-05-2020,Wednesday,Cherry,1,2.5,Slice,Pre-Order,Yes
12313,29-09-2020,01-09-2020,Tuesday,Apple,1,2.5,Slice,In-Store,Yes
12314,29-09-2020,01-09-2020,Tuesday,Apple,4,10,Slice,Pre-Order,Yes
12315,29-08-2019,01-08-2019,Thursday,Cherry,4,80,Whole,Pre-Order,Yes
12316,29-08-2019,01-08-2019,Thursday,Cherry,3,7.5,Slice,In-Store,Yes
12317,29-08-2019,01-08-2019,Thursday,Apple,5,12.5,Slice,In-Store,Yes
12318,29-08-2019,01-08-2019,Thursday,Cherry,2,40,Whole,Pre-Order,Yes
12319,05-12-2019,01-12-2019,Thursday,Apple,5,100,Whole,In-Store,Yes
12320,05-12-2019,01-12-2019,Thursday,Pumpkin,4,80,Whole,Pre-Order,Yes
12321,05-12-2019,01-12-2019,Thursday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
12322,05-12-2019,01-12-2019,Thursday,Pumpkin,3,7.5,Slice,Pre-Order,Yes
12323,05-12-2019,01-12-2019,Thursday,Pumpkin,4,10,Slice,Pre-Order,Yes
12324,05-12-2019,01-12-2019,Thursday,Pumpkin,4,10,Slice,Pre-Order,Yes
12325,05-12-2019,01-12-2019,Thursday,Apple,4,10,Slice,Pre-Order,Yes
12326,05-12-2019,01-12-2019,Thursday,Pumpkin,2,40,Whole,In-Store,Yes
12327,05-12-2019,01-12-2019,Thursday,Fudge,5,12.5,Slice,In-Store,Yes
12328,05-12-2019,01-12-2019,Thursday,Other,5,100,Whole,Pre-Order,Yes
12329,05-12-2019,01-12-2019,Thursday,Pumpkin,3,7.5,Slice,In-Store,Yes
12330,05-12-2019,01-12-2019,Thursday,Pumpkin,3,7.5,Slice,Pre-Order,Yes
12331,05-12-2019,01-12-2019,Thursday,Pumpkin,2,40,Whole,Pre-Order,Yes
12332,05-12-2019,01-12-2019,Thursday,Pumpkin,1,2.5,Slice,In-Store,Yes
12333,05-12-2019,01-12-2019,Thursday,Pumpkin,1,2.5,Slice,In-Store,Yes
12334,05-12-2019,01-12-2019,Thursday,Pumpkin,1,20,Whole,In-Store,Yes
12335,05-12-2019,01-12-2019,Thursday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
12336,11-01-2020,01-01-2020,Saturday,Apple,1,2.5,Slice,In-Store,Yes
12337,11-01-2020,01-01-2020,Saturday,Blueberry,1,20,Whole,In-Store,Yes
12338,11-01-2020,01-01-2020,Saturday,Blueberry,3,60,Whole,In-Store,Yes
12339,11-01-2020,01-01-2020,Saturday,Blueberry,2,5,Slice,Pre-Order,Yes
12340,11-01-2020,01-01-2020,Saturday,Blueberry,3,60,Whole,Pre-Order,Yes
12341,11-01-2020,01-01-2020,Saturday,Blueberry,4,80,Whole,In-Store,Yes
12342,11-01-2020,01-01-2020,Saturday,Apple,5,12.5,Slice,Pre-Order,Yes
12343,11-01-2020,01-01-2020,Saturday,Apple,3,7.5,Slice,In-Store,Yes
12344,11-01-2020,01-01-2020,Saturday,Blueberry,3,60,Whole,In-Store,Yes
12345,11-01-2020,01-01-2020,Saturday,Other,5,12.5,Slice,Pre-Order,Yes
12346,11-01-2020,01-01-2020,Saturday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
12347,11-01-2020,01-01-2020,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
12348,11-01-2020,01-01-2020,Saturday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12349,11-01-2020,01-01-2020,Saturday,Other,5,100,Whole,In-Store,Yes
12350,11-01-2020,01-01-2020,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
12351,11-01-2020,01-01-2020,Saturday,Other,5,12.5,Slice,Pre-Order,Yes
12352,16-04-2020,01-04-2020,Thursday,Apple,5,100,Whole,In-Store,Yes
12353,16-04-2020,01-04-2020,Thursday,Apple,4,10,Slice,Pre-Order,Yes
12354,16-04-2020,01-04-2020,Thursday,Apple,5,100,Whole,In-Store,Yes
12355,16-04-2020,01-04-2020,Thursday,Apple,2,40,Whole,In-Store,Yes
12356,16-04-2020,01-04-2020,Thursday,Apple,4,80,Whole,In-Store,Yes
12357,16-04-2020,01-04-2020,Thursday,Apple,2,40,Whole,In-Store,Yes
12358,16-04-2020,01-04-2020,Thursday,Apple,1,20,Whole,Pre-Order,Yes
12359,16-04-2020,01-04-2020,Thursday,Apple,1,20,Whole,In-Store,Yes
12360,16-04-2020,01-04-2020,Thursday,Apple,5,12.5,Slice,In-Store,Yes
12361,16-04-2020,01-04-2020,Thursday,Apple,5,12.5,Slice,In-Store,Yes
12362,16-04-2020,01-04-2020,Thursday,Apple,2,5,Slice,Pre-Order,Yes
12363,18-11-2021,01-11-2021,Thursday,Pumpkin,1,20,Whole,In-Store,Yes
12364,18-11-2021,01-11-2021,Thursday,Pumpkin,2,40,Whole,Pre-Order,Yes
12365,18-11-2021,01-11-2021,Thursday,Pumpkin,3,60,Whole,Pre-Order,Yes
12366,18-11-2021,01-11-2021,Thursday,Pumpkin,5,100,Whole,Pre-Order,Yes
12367,18-11-2021,01-11-2021,Thursday,Pumpkin,4,10,Slice,In-Store,Yes
12368,18-11-2021,01-11-2021,Thursday,Pumpkin,5,100,Whole,In-Store,Yes
12369,14-08-2020,01-08-2020,Friday,Cherry,1,2.5,Slice,In-Store,Yes
12370,14-08-2020,01-08-2020,Friday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
12371,14-08-2020,01-08-2020,Friday,Cherry,2,40,Whole,Pre-Order,Yes
12372,14-08-2020,01-08-2020,Friday,Cherry,3,7.5,Slice,In-Store,Yes
12373,14-08-2020,01-08-2020,Friday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
12374,14-08-2020,01-08-2020,Friday,Cherry,3,60,Whole,Pre-Order,Yes
12375,14-08-2020,01-08-2020,Friday,Cherry,1,2.5,Slice,In-Store,Yes
12376,14-08-2020,01-08-2020,Friday,Cherry,1,20,Whole,In-Store,Yes
12377,14-08-2020,01-08-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
12378,14-08-2020,01-08-2020,Friday,Cherry,3,7.5,Slice,In-Store,Yes
12379,14-08-2020,01-08-2020,Friday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12380,14-08-2020,01-08-2020,Friday,Cherry,2,5,Slice,Pre-Order,Yes
12381,14-08-2020,01-08-2020,Friday,Cherry,4,80,Whole,In-Store,Yes
12382,14-08-2020,01-08-2020,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
12383,23-12-2020,01-12-2020,Wednesday,Pumpkin,1,2.5,Slice,In-Store,Yes
12384,23-12-2020,01-12-2020,Wednesday,Pumpkin,4,10,Slice,Pre-Order,Yes
12385,23-12-2020,01-12-2020,Wednesday,Pumpkin,1,20,Whole,Pre-Order,Yes
12386,23-12-2020,01-12-2020,Wednesday,Pumpkin,3,7.5,Slice,In-Store,Yes
12387,23-12-2020,01-12-2020,Wednesday,Pumpkin,5,100,Whole,Pre-Order,Yes
12388,23-12-2020,01-12-2020,Wednesday,Fudge,4,10,Slice,In-Store,Yes
12389,23-12-2020,01-12-2020,Wednesday,Cherry,5,12.5,Slice,Pre-Order,Yes
12390,23-12-2020,01-12-2020,Wednesday,Cherry,1,20,Whole,Pre-Order,Yes
12391,23-12-2020,01-12-2020,Wednesday,Pumpkin,1,20,Whole,Pre-Order,Yes
12392,23-12-2020,01-12-2020,Wednesday,Cherry,5,12.5,Slice,In-Store,Yes
12393,23-12-2020,01-12-2020,Wednesday,Cherry,2,40,Whole,Pre-Order,Yes
12394,23-01-2021,01-01-2021,Saturday,Apple,1,2.5,Slice,Pre-Order,Yes
12395,23-01-2021,01-01-2021,Saturday,Blueberry,5,100,Whole,Pre-Order,Yes
12396,23-01-2021,01-01-2021,Saturday,Other,1,20,Whole,Pre-Order,Yes
12397,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12398,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12399,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12400,23-01-2021,01-01-2021,Saturday,Other,5,100,Whole,In-Store,Yes
12401,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12402,23-01-2021,01-01-2021,Saturday,Other,2,5,Slice,Pre-Order,Yes
12403,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12404,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12405,23-01-2021,01-01-2021,Saturday,Cherry,2,40,Whole,In-Store,Yes
12406,23-01-2021,01-01-2021,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12407,26-03-2021,01-03-2021,Friday,Apple,5,100,Whole,In-Store,Yes
12408,26-03-2021,01-03-2021,Friday,Cherry,4,80,Whole,In-Store,Yes
12409,26-03-2021,01-03-2021,Friday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
12410,26-03-2021,01-03-2021,Friday,Apple,4,80,Whole,Pre-Order,Yes
12411,26-03-2021,01-03-2021,Friday,Apple,1,2.5,Slice,In-Store,Yes
12412,26-03-2021,01-03-2021,Friday,Apple,4,80,Whole,In-Store,Yes
12413,26-03-2021,01-03-2021,Friday,Apple,4,10,Slice,In-Store,Yes
12414,26-03-2021,01-03-2021,Friday,Apple,3,60,Whole,In-Store,Yes
12415,26-03-2021,01-03-2021,Friday,Apple,3,60,Whole,Pre-Order,Yes
12416,26-03-2021,01-03-2021,Friday,Apple,4,10,Slice,In-Store,Yes
12417,26-03-2021,01-03-2021,Friday,Apple,4,80,Whole,Pre-Order,Yes
12418,26-03-2021,01-03-2021,Friday,Apple,1,20,Whole,Pre-Order,Yes
12419,26-03-2021,01-03-2021,Friday,Apple,5,12.5,Slice,Pre-Order,Yes
12420,26-03-2021,01-03-2021,Friday,Apple,2,40,Whole,In-Store,Yes
12421,26-03-2021,01-03-2021,Friday,Apple,5,12.5,Slice,Pre-Order,Yes
12422,26-03-2021,01-03-2021,Friday,Apple,5,100,Whole,Pre-Order,Yes
12423,26-03-2021,01-03-2021,Friday,Apple,4,10,Slice,Pre-Order,Yes
12424,24-04-2021,01-04-2021,Saturday,Cherry,5,100,Whole,In-Store,Yes
